sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
2,6245.0,2.5,1.5,0.12,0.8,3.95
2,6216.81,2.63,1.2,-0.173,0.97,3.68
1,5934.0,1.01,1.03,-0.05,0.055,4.44
2,6255.0,1.4,1.16,-0.11,0.433,4.14
2,6201.51,1.44,1.19,-0.11,0.442,4.2
1,4946.0,8.31,2.1,0.07,1.59,3.07
3,5634.0,0.92,0.99,0.079,-0.117,4.51
3,5694.11,0.9,1.01,0.017,-0.112,4.53
3,5688.0,0.91,0.99,0.03,-0.125,4.52
3,5742.0,0.91,1.0,0.07,-0.108,4.53
1,4907.0,0.64,0.8,0.0,-0.668,4.11
1,4818.06,0.78,0.78,0.082,-0.535,4.55
1,5439.95,0.84,0.95,-0.155,-0.255,4.57
2,5534.0,0.96,0.93,0.07,-0.098,4.38
2,5513.0,0.96,0.94,0.107,-0.115,4.45
1,5078.0,5.44,1.64,-0.21,1.248,3.19
1,5776.32,1.12,1.04,-0.581,0.102,4.35
1,5742.0,1.09,0.75,-0.58,0.061,4.52
2,5632.0,0.86,0.9,-0.16,-0.176,4.43
2,5623.44,0.89,1.0,-0.168,-0.15,4.54
1,4323.0,21.4,1.1,-0.323,2.24,1.78
1,4328.0,21.43,0.98,0.52,2.22,2.09
2,5669.0,1.16,1.01,0.24,0.096,4.32
2,5615.0,1.15,1.0,0.23,0.071,4.06
2,6330.0,1.55,1.36,0.25,0.54,4.19
1,5729.74,0.99,1.02,-0.064,-0.018,4.45
1,5746.0,1.02,0.96,-0.06,0.053,4.48
1,5950.0,1.02,1.12,0.29,0.068,4.47
1,3802.0,86.4,2.49,-0.03,3.224,0.54
2,5866.0,1.25,1.06,0.3,0.22,4.27
1,4842.0,7.72,1.68,0.05,1.47,2.86
3,5361.0,0.9,0.85,-0.06,-0.201,4.47
3,5435.0,0.86,0.9,0.0,-0.239,4.42
3,5387.0,0.89,0.93,-0.05,-0.216,4.5
1,5860.0,0.97,1.06,0.01,-0.003,4.49
1,5884.0,0.7,0.9,-0.04,-0.275,4.57
1,5673.11,1.05,1.01,0.172,0.011,4.4
1,5711.0,0.96,1.1,0.22,-0.054,4.42
1,5706.0,1.02,1.0,0.16,-0.009,4.45
1,5386.0,0.96,0.89,0.28,-0.155,4.34
1,5371.29,0.99,0.93,0.304,-0.131,4.41
2,5851.0,1.37,1.0,-0.07,0.293,4.01
2,5943.3,1.45,1.09,0.014,0.374,4.15
2,5926.0,1.36,1.06,-0.02,0.336,4.24
1,5688.0,1.22,1.02,0.25,0.146,4.27
1,5570.0,0.89,1.05,0.29,-0.161,4.66
1,5504.0,0.94,0.97,0.24,-0.132,4.47
2,5317.0,1.04,0.89,0.03,-0.106,4.28
2,5382.91,0.94,0.93,0.05,-0.179,4.46
1,6061.77,1.23,1.13,0.126,0.262,4.31
2,5540.42,1.6,0.98,0.232,0.337,4.02
2,5564.0,1.41,1.01,0.23,0.33,4.13
1,4959.0,2.79,1.31,0.16,0.68,3.73
1,5041.0,2.39,1.23,0.232,0.522,3.78
2,4582.0,0.68,0.7,-0.055,-0.744,4.62
2,4695.0,0.63,0.75,-0.21,-0.76,4.71
2,6071.0,1.49,1.2,0.04,0.435,4.28
2,5977.0,1.48,1.1,0.11,0.401,4.14
2,5960.0,1.64,1.24,0.13,0.482,4.4
1,6024.0,1.01,1.05,-0.11,0.083,4.51
1,6032.6,1.03,1.12,-0.105,0.101,4.46
2,5825.4,1.32,1.05,0.07,0.26,4.22
2,5783.0,1.33,1.04,0.07,0.253,4.12
1,5974.0,1.31,1.2,0.2,0.29,4.06
1,6044.3,1.3,1.12,0.289,0.31,4.26
1,6095.0,1.28,1.19,0.22,0.334,4.33
1,5697.46,0.94,1.01,0.086,-0.075,4.5
2,4917.0,3.3,1.41,0.25,0.756,3.56
1,5963.0,1.65,1.09,0.26,0.494,4.04
1,5634.32,1.41,1.0,0.345,0.256,4.14
1,5687.0,1.28,1.15,0.41,0.188,4.14
1,4698.0,7.47,1.17,-0.11,1.38,2.94
1,4664.0,8.33,1.0,-0.19,1.47,2.71
1,5383.11,0.96,0.93,0.331,-0.152,4.44
1,6007.0,1.32,1.2,0.215,0.309,4.28
1,4862.0,11.06,1.28,-0.28,1.79,2.45
3,5177.0,0.78,0.83,-0.15,-0.434,4.59
3,5177.0,0.78,0.83,-0.15,-0.409,4.59
3,5136.0,0.79,0.87,-0.14,-0.406,4.58
1,5748.0,1.13,1.03,0.18,0.098,4.35
1,5524.0,1.09,0.97,0.29,-0.002,4.35
1,5538.27,1.02,0.97,0.318,-0.058,4.41
1,5177.91,0.81,0.88,-0.264,-0.367,4.56
1,6013.24,1.65,1.11,-0.68,0.508,4.05
1,5768.92,0.92,1.03,-0.032,-0.076,4.53
1,5620.0,0.93,0.9,-0.21,-0.109,4.13
1,4797.0,11.13,1.07,-0.32,1.78,2.37
1,4753.0,13.0,2.1,-0.359,1.857,2.22
1,4919.0,10.08,1.76,0.2,1.78,2.86
2,4140.0,83.8,4.3,-0.17,3.261,1.3
1,5112.0,4.8,1.06,-0.31,1.143,3.4
2,6011.0,1.1,1.2,0.28,0.152,4.37
2,5997.0,1.14,1.13,0.27,0.215,4.39
2,5935.0,1.18,1.08,0.26,0.194,4.33
1,4904.6,0.79,0.8,0.04,-0.492,4.55
2,5429.0,1.0,0.95,0.34,-0.102,4.41
2,5442.0,0.94,1.0,0.34,-0.104,4.39
2,5527.0,0.93,1.05,0.44,-0.141,4.35
1,6183.34,1.27,1.18,0.04,0.328,4.3
1,5160.6,0.82,0.87,-0.084,-0.366,4.55
1,6031.0,1.41,1.12,0.03,0.376,4.19
1,4927.56,0.78,0.81,-0.02,-0.49,4.56
1,5939.0,1.63,1.08,0.21,0.476,4.05
1,5864.0,1.49,1.2,0.13,0.37,3.93
2,5863.0,1.05,1.02,0.018,0.072,4.4
2,5940.41,1.03,1.09,0.017,0.079,4.45
2,5903.0,1.02,1.06,0.05,0.025,4.36
1,6210.0,1.88,1.42,0.202,0.66,4.02
1,6352.22,1.67,1.26,0.272,0.613,4.09
1,6389.05,1.5,1.28,0.147,0.53,4.19
1,4805.0,8.8,1.66,0.04,1.56,2.66
1,4958.0,0.78,0.8,0.07,-0.456,4.56
1,4980.0,0.76,0.82,0.093,-0.498,4.58
1,4941.0,0.8,0.81,0.11,-0.463,4.54
1,5785.33,1.03,1.04,0.043,0.031,4.43
1,5452.0,1.85,1.12,0.28,0.5,3.98
1,5392.0,2.03,0.94,0.3,0.497,3.8
1,5838.0,1.54,1.05,0.062,0.393,4.09
1,5956.14,1.09,1.09,-0.118,0.131,4.4
1,5914.0,1.11,1.0,-0.18,0.13,4.28
1,5950.0,1.05,1.03,-0.14,0.09,4.41
1,5576.0,1.75,1.16,0.421,0.425,4.02
1,5622.0,1.73,1.32,0.436,0.433,4.08
1,5499.0,1.66,1.12,0.45,0.356,4.04
1,6249.16,2.13,1.21,0.224,0.796,3.86
1,6315.73,1.29,1.24,0.04,0.375,4.31
1,5626.0,0.9,0.94,-0.21,-0.102,4.52
1,5635.0,0.9,1.0,-0.22,-0.137,4.53
1,5577.0,1.67,1.03,0.39,0.382,4.03
1,5599.0,1.7,0.99,0.41,0.408,3.97
2,5772.0,1.11,1.1,0.32,0.091,4.3
2,5700.0,1.15,1.02,0.24,0.098,4.33
1,5037.51,0.83,0.84,0.097,-0.395,4.52
1,5059.0,0.78,0.9,0.17,-0.449,4.28
2,5408.0,0.91,0.94,-0.23,-0.194,4.49
3,5971.87,1.18,1.1,0.023,0.206,4.33
2,5987.0,1.04,1.11,0.1,0.098,4.49
2,5908.0,1.03,1.08,0.11,0.068,4.45
2,5793.0,1.0,1.0,0.09,0.041,4.53
2,5779.0,0.99,1.04,0.08,-0.008,4.46
1,5631.0,1.9,1.2,0.22,0.516,3.94
1,5631.0,1.93,1.0,0.22,0.528,3.87
2,5002.0,4.9,1.58,0.05,1.13,3.4
2,4974.0,4.73,1.67,0.03,1.19,3.36
1,4218.0,20.0,1.2,-0.18,2.28,1.78
1,5167.22,0.87,0.87,0.208,-0.316,4.5
1,5212.0,0.87,0.83,0.04,-0.31,4.54
1,5125.0,3.33,1.39,0.19,0.95,3.63
1,5148.0,4.5,1.02,-0.3,1.104,3.6
1,4152.0,35.0,0.91,-0.24,2.86,2.06
1,5733.0,1.94,1.02,0.33,0.564,3.87
1,5749.0,1.73,1.16,0.35,0.53,4.15
3,5847.0,1.14,1.06,-0.16,0.138,4.35
3,5865.0,1.16,0.99,-0.18,0.17,4.31
1,4725.0,7.43,0.96,-0.45,1.47,2.76
1,5874.1,1.26,1.06,-0.077,0.234,4.26
1,5148.0,0.76,0.8,-0.26,-0.444,4.6
1,5212.0,0.73,0.85,-0.23,-0.455,4.64
1,5170.0,0.74,0.77,-0.23,-0.45,4.58
1,5120.0,0.77,0.86,-0.24,-0.434,4.6
1,5170.0,0.68,0.78,-0.23,0.3,4.63
1,4992.0,4.5,1.3,-0.02,1.049,3.5
1,4946.0,4.52,1.52,0.02,1.2,3.5
1,5759.0,1.0,1.0,0.02,-0.066,4.38
1,5701.05,1.02,1.02,-0.075,-0.007,4.43
1,5371.0,0.93,0.93,0.46,-0.191,4.47
1,5311.0,0.85,1.0,0.38,-0.29,4.22
1,5251.0,0.99,0.9,0.34,-0.175,4.4
1,4886.0,11.21,1.76,-0.16,1.81,2.57
2,4955.0,0.76,0.83,0.36,-0.469,4.61
2,4740.0,0.96,0.83,0.36,-0.379,4.77
2,5069.61,0.75,0.85,0.338,-0.475,4.62
2,5502.0,0.93,1.0,0.34,-0.119,4.53
2,5438.0,0.99,0.95,0.27,-0.111,4.42
2,4932.0,5.4,1.72,0.14,1.188,3.2
1,5796.02,0.9,1.04,-0.308,-0.084,4.55
1,5770.0,0.92,0.96,-0.31,-0.081,4.51
1,4945.0,11.6,2.42,0.03,1.87,2.6
1,5274.0,0.83,0.9,-0.23,-0.321,4.56
1,4823.0,5.27,1.39,0.06,1.14,2.99
1,5013.73,0.77,0.83,-0.144,-0.468,4.58
2,5148.0,0.87,0.9,0.28,-0.26,4.51
3,5544.0,1.03,0.98,0.23,-0.047,4.41
3,5541.0,1.06,1.0,0.26,-0.018,4.19
1,6596.11,1.59,1.38,0.01,0.636,4.17
5,6352.33,1.31,1.26,0.021,0.4,4.31
2,4813.0,0.75,0.78,0.17,-0.561,4.58
1,4799.0,0.66,0.69,-0.22,-0.682,4.43
1,4799.0,0.68,0.78,-0.22,-0.658,4.67
1,4769.0,4.93,1.04,-0.03,1.05,2.91
3,4640.0,0.68,0.73,0.09,0.19,4.71
3,4510.0,0.8,0.71,0.01,-0.624,4.48
1,5718.0,1.17,1.02,0.09,0.117,4.31
2,5019.17,0.73,0.83,-0.157,-0.52,4.63
1,4590.0,0.72,0.78,0.18,-0.678,4.61
1,5000.0,8.93,2.5,0.16,1.65,2.9
1,4300.0,0.69,0.7,0.12,-0.818,4.58
1,4985.0,8.69,2.41,0.15,1.617,2.85
2,4805.0,5.87,1.3,-0.03,1.207,3.04
2,4890.0,5.92,1.63,0.0,1.244,3.15
2,4890.0,5.92,1.63,0.0,1.244,3.15
1,4595.32,0.74,0.73,-0.08,-0.663,4.57
1,4850.0,5.77,1.74,0.2,1.215,3.1
1,4891.0,4.53,1.28,-0.01,1.02,3.09
2,5627.0,0.95,0.99,0.1,-0.06,4.51
2,5586.72,0.96,0.99,0.086,-0.088,4.46
1,5359.0,0.89,0.91,0.21,-0.222,4.51
1,5352.05,0.88,0.93,0.221,-0.245,4.52
2,5618.0,0.96,0.94,0.007,-0.08,4.44
2,5752.0,1.07,1.63,-0.64,0.049,4.61
2,5771.84,1.02,1.03,-0.662,0.016,4.43
2,4670.0,7.83,1.17,-0.15,1.405,2.7
1,4883.0,3.94,1.3,0.17,0.89,3.32
1,5519.0,1.0,0.95,0.23,-0.222,4.53
1,5519.0,0.89,0.97,0.23,-0.176,4.52
2,5649.0,0.96,0.94,-0.018,-0.072,4.45
2,5216.0,0.84,0.93,0.248,-0.325,4.56
1,5020.0,5.34,1.93,0.29,1.204,3.26
1,3347.0,0.3,0.29,-0.18,-1.995,4.76
1,5974.0,1.04,1.1,-0.02,0.072,4.48
1,5927.14,1.01,1.08,-0.036,0.055,4.46
1,5880.94,1.52,1.07,0.09,0.395,4.11
1,6097.0,1.18,1.15,0.11,0.25,4.38
1,6146.14,1.16,1.17,0.168,0.24,4.38
3,6201.0,1.31,1.15,-0.14,0.371,4.26
1,4203.0,0.65,0.69,-0.05,-0.914,4.66
1,5533.0,0.97,0.97,-0.07,-0.101,4.45
1,6115.49,1.22,1.15,0.281,0.271,4.33
1,4695.41,0.8,0.75,0.106,-0.552,4.51
1,5411.15,0.92,0.94,0.328,-0.189,4.49
1,5313.06,0.85,0.91,0.173,-0.289,4.54
2,5730.0,1.23,0.88,-0.53,0.279,4.15
1,5633.39,1.22,1.0,0.224,0.13,4.27
1,5627.0,1.05,1.01,0.18,0.009,4.4
1,4920.0,0.82,0.86,0.41,-0.445,4.54
2,3676.0,0.51,0.53,-0.22,-1.357,4.75
1,4799.26,0.79,0.78,0.129,-0.526,4.53
1,5680.0,1.19,1.01,-0.06,0.123,4.29
1,4664.8,0.65,0.74,0.111,-0.745,4.68
1,3903.0,0.61,0.64,0.37,-1.102,4.68
1,3880.0,0.59,0.61,-0.02,-1.143,4.69
1,5634.0,0.94,1.0,-0.16,-0.1,4.5
1,4878.0,4.11,1.19,-0.11,0.943,3.35
3,4359.0,0.72,0.69,0.17,-0.767,4.54
3,4499.0,0.66,0.74,0.15,-0.788,4.66
3,4230.58,0.77,0.66,-0.002,-0.762,4.48
3,4364.0,0.71,0.71,0.15,-0.785,4.63
3,4500.0,0.68,0.74,-0.02,-0.777,4.68
1,5654.0,0.99,1.0,0.12,-0.049,4.45
2,4599.0,0.68,0.71,-0.06,-0.75,4.62
2,3385.0,0.35,0.36,-0.02,-1.824,4.91
2,3385.0,0.35,0.36,-0.02,-1.824,4.91
1,3672.0,0.55,0.58,0.19,-1.292,4.72
3,4079.0,0.63,0.65,-0.11,-0.996,4.65
1,3745.0,0.57,0.59,0.11,-1.31,4.71
1,4927.0,0.85,0.81,-0.19,-0.421,4.49
1,3499.0,0.44,0.46,0.09,-1.585,4.82
1,3585.0,0.43,0.44,-0.32,-1.553,4.82
1,3940.0,0.63,0.65,0.09,-1.06,4.66
1,3720.0,0.49,0.51,-0.26,-1.367,4.76
2,3978.0,0.65,0.67,0.19,-1.018,4.64
3,3919.0,0.53,0.54,-0.42,-1.229,4.73
3,3893.47,0.66,0.6,-0.831,-1.05,4.58
1,5505.6,0.79,0.97,0.047,-0.289,4.63
3,4627.07,0.7,0.73,-0.347,-0.69,4.61
1,4545.32,0.8,0.72,-0.013,-0.61,4.49
1,4815.5,0.78,0.78,0.201,-0.529,4.54
1,5959.4,1.89,1.09,-0.239,0.609,3.92
3,5141.67,0.84,0.87,0.105,-0.355,4.53
2,6046.57,1.55,1.12,-0.051,0.462,4.11
1,6141.0,1.46,1.34,0.425,0.436,4.24
2,5286.5,1.0,0.91,-0.29,-0.15,4.39
1,4035.85,0.72,0.63,-0.235,-0.91,4.53
1,5573.35,1.0,0.98,-0.533,-0.06,4.43
1,4246.81,0.76,0.66,-0.029,-0.773,4.5
1,5929.25,1.67,1.08,0.036,0.494,4.03
1,5377.81,1.01,0.93,0.191,-0.116,4.4
1,5937.94,1.66,1.08,0.263,0.49,4.03
1,5071.98,0.71,0.85,0.199,-0.523,4.66
1,5180.6,0.79,0.88,0.155,-0.392,4.59
1,5170.0,0.79,0.86,0.12,-0.408,4.61
3,5436.47,0.97,0.95,0.064,-0.132,4.44
1,5237.31,0.77,0.89,-0.021,-0.399,4.62
1,5771.61,1.07,1.03,0.041,0.059,4.39
4,5374.67,0.92,0.93,0.266,-0.196,4.48
2,5906.9,1.22,1.07,-0.063,0.211,4.3
3,5322.0,0.84,0.92,0.05,-0.292,4.55
2,5605.6,0.98,0.99,-0.74,-0.068,4.45
2,5750.93,0.99,1.03,-0.114,-0.012,4.46
1,6038.12,2.0,1.12,0.04,0.679,3.89
3,5183.84,0.78,0.88,0.094,-0.401,4.6
1,5017.84,0.81,0.83,-0.01,-0.429,4.54
1,5835.44,1.25,1.05,-0.314,0.214,4.26
1,5187.94,0.8,0.88,0.16,-0.375,4.57
1,6066.33,1.16,1.13,-0.506,0.213,4.36
1,4503.0,0.72,0.7,0.0,-0.721,4.57
1,5470.61,1.83,0.96,0.377,0.433,3.89
1,5491.47,0.93,0.96,-0.091,-0.146,4.48
1,4522.69,0.61,0.71,-0.175,-0.849,4.72
2,5214.47,0.79,0.89,0.12,-0.383,4.59
1,5888.0,1.23,1.04,0.051,0.216,4.27
1,6154.0,1.16,1.19,0.1,0.238,4.38
3,4950.0,0.74,0.8,0.07,-0.523,4.71
1,6360.0,1.26,1.26,0.137,0.371,4.34
3,3420.0,0.36,0.4,-0.1,-1.796,4.9
2,5625.0,1.09,1.0,0.35,0.029,4.36
2,5743.0,1.21,1.12,0.42,0.158,4.29
2,3810.0,0.54,0.58,-0.1,-1.276,4.7
2,5864.8,1.62,1.06,-0.35,0.446,4.05
1,5508.98,0.93,0.97,-0.278,-0.141,4.48
1,3207.0,0.29,0.26,0.15,-2.088,4.94
1,4301.58,0.79,0.67,0.28,-0.72,4.47
1,5770.01,1.37,1.03,-0.29,0.272,4.18
1,5962.19,1.15,1.09,0.158,0.179,4.35
1,5503.0,1.64,1.27,0.384,0.346,4.11
1,5445.0,1.64,1.09,0.36,0.328,4.04
1,5363.73,0.88,0.93,-0.007,-0.24,4.52
1,5368.0,0.85,0.88,-0.08,-0.26,4.51
4,4285.0,0.7,0.69,-0.12,-0.823,4.58
5,5035.99,0.8,0.84,0.085,-0.429,4.55
1,6177.44,1.5,1.18,-0.166,0.468,4.16
1,5231.0,0.89,0.89,0.13,-0.27,4.49
1,5859.32,1.19,1.06,0.127,0.18,4.31
2,4712.91,0.83,0.75,0.23,-0.518,4.48
1,5545.28,1.02,0.98,-0.422,-0.05,4.41
1,5363.56,0.82,0.93,-0.355,-0.302,4.58
1,5051.83,0.87,0.84,0.179,-0.353,4.49
1,5024.37,0.73,0.84,-0.133,-0.509,4.63
2,4783.55,0.74,0.77,-0.023,-0.593,4.59
1,5425.98,0.89,0.94,-0.531,-0.205,4.51
1,4498.13,0.86,0.71,0.151,-0.569,4.42
1,4140.0,0.61,0.63,0.0,-1.013,4.67
4,5144.54,0.77,0.87,0.099,-0.424,4.6
1,3926.0,0.62,0.64,0.0,-1.046,4.7
1,5709.5,1.02,1.02,0.21,-0.006,4.43
1,3584.0,0.45,0.52,-0.29,-1.49,4.85
1,3341.0,0.32,0.33,-0.21,-1.93,4.96
1,5222.0,0.75,0.86,0.0,-0.427,4.63
1,5387.06,0.82,0.94,0.283,-0.295,4.58
1,5520.0,0.9,0.93,0.08,-0.166,4.5
3,3844.0,0.55,0.55,-0.157,-1.231,4.7
3,3835.0,0.6,0.62,-0.01,-1.15,4.66
1,5425.0,0.84,0.9,-0.15,-0.256,4.54
1,5581.0,0.94,0.98,0.136,-0.112,4.48
1,5575.0,0.84,0.92,0.06,-0.27,4.6
1,5340.0,1.03,0.92,0.15,-0.11,4.38
1,3300.0,0.2,0.17,-0.24,-2.387,5.09
4,5274.0,0.85,0.9,-0.03,-0.296,4.53
1,5282.0,0.82,0.9,0.098,-0.325,4.57
1,6266.98,1.47,1.22,-0.082,0.477,4.19
1,5790.68,1.2,1.04,0.118,0.165,4.3
1,6315.68,1.51,1.24,0.146,0.514,4.17
1,5296.77,0.8,0.91,-0.206,-0.345,4.59
1,4678.76,0.72,0.75,-0.179,-0.652,4.6
1,6132.0,1.53,1.28,0.24,0.471,4.17
1,6149.0,1.58,1.23,0.0,0.484,4.2
1,6135.47,1.4,1.16,0.028,0.4,4.21
1,5857.31,1.12,1.06,0.056,0.126,4.36
1,5893.31,1.07,1.07,-0.038,0.093,4.41
2,4323.44,0.78,0.68,0.054,-0.719,4.49
3,5756.75,0.93,1.03,0.053,-0.063,4.51
1,5480.81,1.02,0.96,-0.232,-0.076,4.41
1,5571.1,0.94,0.98,0.111,-0.115,4.48
1,5499.87,0.83,0.96,-0.102,-0.244,4.58
1,5531.16,0.9,0.97,0.11,-0.161,4.51
2,4916.0,0.72,0.79,-0.09,-0.57,4.62
2,4772.39,0.75,0.77,-0.047,-0.575,4.57
1,5500.23,0.96,0.96,0.018,-0.122,4.46
1,5980.67,1.53,1.1,0.011,0.432,4.11
2,5786.59,0.93,1.04,-0.303,-0.059,4.52
1,5826.08,1.55,1.05,-0.054,0.396,4.08
2,5679.0,1.16,1.01,0.23,0.103,4.31
2,5731.0,1.06,1.03,0.26,0.037,4.38
1,5791.58,0.97,1.04,0.067,-0.019,4.48
2,5422.2,1.28,0.94,-0.22,0.106,4.2
2,5945.82,1.27,1.09,-0.257,0.26,4.27
2,5500.15,0.95,0.96,0.0,-0.127,4.47
1,5265.7,0.82,0.9,-1.05,-0.33,4.56
1,5711.05,1.37,1.02,0.142,0.258,4.17
1,3173.0,0.2,0.16,-0.13,-2.455,5.07
1,3711.0,0.54,0.56,-0.11,-1.277,4.74
1,5795.0,1.66,1.04,0.13,0.446,4.02
1,6200.0,1.41,1.19,-0.31,0.421,4.22
1,4896.88,0.82,0.8,-0.224,-0.457,4.51
1,4710.7,0.73,0.75,-0.19,-0.624,4.58
2,4292.67,0.72,0.67,-0.113,-0.802,4.55
1,5696.0,0.92,1.01,-0.16,-0.098,4.52
1,5630.0,1.45,1.0,0.18,0.282,4.11
1,5799.0,1.63,1.04,-0.26,0.431,4.03
1,5865.0,1.06,1.06,0.03,0.076,4.42
1,4865.6,0.79,0.79,0.237,-0.498,4.54
1,4970.0,0.76,0.8,0.29,-0.5,4.47
2,4779.0,0.77,0.77,0.01,-0.553,4.55
2,5249.16,0.82,0.9,0.278,-0.337,4.56
1,5179.39,0.83,0.88,-0.378,-0.349,4.54
1,5583.56,1.45,0.99,0.348,0.267,4.11
2,4133.13,0.65,0.65,-0.038,-0.953,4.62
1,6073.27,2.73,1.14,0.169,0.961,3.62
1,6596.04,1.46,1.38,0.131,0.562,4.25
1,5948.0,1.21,1.11,0.09,0.217,4.32
1,5370.0,2.72,1.44,0.18,0.744,3.73
1,6279.0,2.37,1.59,0.19,0.892,3.89
1,5802.0,1.37,1.18,0.326,0.279,4.23
1,6003.0,1.48,1.18,0.047,0.412,4.17
1,3420.0,0.29,0.3,-0.002,-1.971,4.97
1,6236.0,1.36,1.21,-0.002,0.401,4.25
1,7454.0,1.65,1.64,-0.018,0.876,4.22
1,6670.0,1.91,1.52,0.09,0.813,4.06
1,7500.0,1.83,1.62,-0.12,0.978,4.13
1,7440.77,1.67,1.7,0.454,0.888,4.22
1,8720.0,1.56,1.76,-0.29,1.104,4.29
1,7598.0,1.64,1.46,-0.405,0.905,4.17
1,5899.0,1.0,0.94,-0.105,0.034,4.42
1,6426.0,1.34,1.27,0.138,0.439,4.29
1,6509.0,1.51,1.46,0.186,0.565,4.25
1,6306.0,1.47,1.28,0.044,0.489,4.21
1,6206.0,1.6,1.2,-0.116,0.535,4.11
1,6317.0,1.61,1.24,-0.01,0.573,4.12
2,6102.0,1.58,1.08,-0.281,0.493,4.07
2,6266.0,1.65,1.22,-0.16,0.578,4.09
1,6789.0,1.73,1.53,0.139,0.758,4.15
1,5703.0,1.39,1.02,0.23,0.265,4.16
1,10170.0,2.36,2.52,-0.03,1.724,4.09
1,4829.0,5.86,1.42,0.12,1.215,3.09
2,5976.19,1.95,1.1,-0.101,0.641,3.9
1,5343.85,0.93,0.92,0.33,-0.201,4.47
1,7287.54,2.16,1.65,-0.193,1.072,3.99
2,6117.21,2.22,1.15,0.144,0.792,3.81
2,6779.23,1.49,1.45,0.081,0.626,4.25
3,5368.85,0.96,0.93,0.258,-0.165,4.45
3,5471.0,0.88,0.96,0.2,-0.223,4.53
1,5381.0,0.95,0.93,0.11,-0.169,4.45
2,5997.65,1.31,1.11,-0.543,0.3,4.25
8,6031.13,1.25,1.12,0.083,0.269,4.3
1,5708.11,1.11,1.02,0.203,0.068,4.36
1,4823.55,1.0,0.78,0.058,-0.316,4.33
3,6116.46,1.26,1.15,-0.051,0.299,4.3
4,6184.0,1.43,1.18,0.11,0.43,4.2
4,6182.0,1.52,1.28,0.023,0.479,4.18
3,5627.0,1.06,0.9,-0.15,0.002,4.34
3,5708.0,1.06,0.91,-0.15,0.002,4.34
3,5706.0,1.09,1.02,-0.12,0.055,4.37
3,5627.0,1.06,0.9,-0.15,0.002,4.34
4,5859.0,1.56,1.06,0.09,0.411,4.08
1,6469.13,1.81,1.32,0.01,0.715,4.04
1,5733.54,1.18,1.02,-0.035,0.136,4.3
1,5066.94,0.72,0.85,0.045,-0.507,4.65
2,5580.04,1.74,0.99,0.358,0.42,3.95
1,5471.21,0.89,0.96,0.264,-0.194,4.52
1,6390.1,1.55,1.28,-0.073,0.559,4.16
2,5643.68,1.21,1.0,0.015,0.124,4.28
1,4205.32,0.74,0.66,-0.159,-0.806,4.51
5,4909.0,0.76,0.81,0.18,-0.553,4.58
5,4816.0,0.73,0.78,0.06,-0.584,4.6
1,5238.53,0.73,0.89,-0.147,-0.436,4.65
1,5242.74,0.81,0.9,-0.162,-0.35,4.58
1,6134.11,1.23,1.16,-0.225,0.287,4.32
1,5348.19,1.18,0.92,-0.009,0.011,4.26
1,4757.73,0.72,0.77,-0.08,-0.62,4.61
2,5895.0,1.56,1.07,0.12,0.424,4.08
1,4943.05,0.72,0.81,0.303,-0.553,4.63
1,5753.5,1.28,1.03,0.214,0.209,4.24
1,5433.0,0.89,0.95,0.197,-0.202,4.51
1,4968.98,0.81,0.82,0.235,-0.448,4.54
3,5921.0,1.05,1.08,-0.38,0.089,4.43
1,5689.91,0.98,1.01,0.064,-0.044,4.46
1,5819.58,1.02,1.05,-0.1,0.031,4.44
2,5566.56,1.75,0.98,0.22,0.424,3.94
1,4388.39,1.08,0.69,-0.088,-0.409,4.21
2,5950.98,1.05,1.09,-0.148,0.097,4.43
2,6397.0,1.58,1.28,-0.22,0.607,4.15
2,5870.68,1.03,1.06,0.135,0.059,4.43
1,6499.3,1.44,1.33,-0.174,0.524,4.24
2,5720.0,0.96,1.02,0.03,-0.047,4.48
1,4405.22,0.61,0.69,0.037,-0.895,4.7
1,5681.94,0.87,1.01,0.049,-0.148,4.56
1,6071.7,1.17,1.13,0.093,0.227,4.35
4,5888.0,1.06,1.07,-0.11,0.083,4.42
1,5560.36,0.87,0.98,0.111,-0.19,4.55
1,5562.56,1.65,0.98,0.197,0.372,3.99
1,6154.96,1.22,1.17,-0.071,0.285,4.33
1,5221.46,0.85,0.89,0.19,-0.313,4.53
1,5794.96,1.51,1.04,-0.012,0.365,4.1
1,5699.38,1.03,1.02,0.13,0.006,4.42
1,5422.86,2.02,0.94,-0.324,0.5,3.8
1,6578.02,2.07,1.37,0.196,0.861,3.94
1,5180.78,0.87,0.88,0.161,-0.306,4.5
1,5875.51,1.39,1.06,-0.156,0.314,4.18
1,5704.31,1.37,1.02,-0.126,0.253,4.17
2,4484.48,0.62,0.7,0.31,-0.86,4.7
1,5267.04,1.07,0.9,0.377,-0.097,4.33
1,5864.52,1.07,1.06,-0.02,0.09,4.4
2,5953.0,1.4,1.09,-0.02,0.347,4.18
1,5871.16,1.08,1.06,-0.291,0.096,4.4
2,6343.61,1.41,1.26,-0.142,0.46,4.24
1,5675.41,1.27,1.01,-0.188,0.178,4.23
1,5606.38,0.95,0.99,-0.066,-0.093,4.48
1,4471.04,0.63,0.7,0.258,-0.84,4.68
6,5820.0,1.13,1.05,0.07,0.12,4.35
2,6032.33,1.26,1.12,-0.15,0.276,4.29
