sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
1,5479.3,2.34,0.96,-0.02,0.647,3.68
1,5474.0,2.34,1.26,0.04,0.635,3.79
1,5521.0,2.34,1.32,0.29,0.66,3.82
1,4815.0,12.4,2.4,-0.1,1.898,2.61
1,5901.0,1.35,1.07,0.04,0.302,4.2
1,5936.0,1.34,1.11,0.05,0.346,4.25
4,5539.0,1.39,0.97,0.32,0.213,4.14
1,5842.0,0.95,1.1,0.1,-0.026,4.25
1,5857.0,1.06,1.06,0.11,0.08,4.41
3,6251.99,1.46,1.21,0.106,0.466,4.19
3,6338.0,1.35,1.25,0.03,0.422,4.34
3,6249.0,1.4,1.23,0.1,0.477,4.26
1,5467.0,1.01,1.0,0.2,-0.091,4.2
1,5497.84,1.04,0.96,0.184,-0.054,4.39
1,4878.0,5.2,1.69,0.23,1.13,3.3
1,5939.0,0.98,1.15,0.15,0.034,4.38
1,5943.32,1.06,1.09,0.104,0.098,4.43
1,5509.3,1.03,0.97,0.22,-0.054,4.4
1,5505.0,0.99,0.95,0.22,-0.092,4.42
1,6046.0,1.14,1.12,0.12,0.193,4.49
1,5987.04,1.09,1.1,0.109,0.136,4.41
1,4757.0,9.9,1.9,-0.14,1.655,2.77
2,5765.0,1.11,1.03,0.18,0.107,4.37
2,5739.0,1.13,1.03,0.16,0.095,4.35
1,5873.47,0.97,1.06,0.044,0.0,4.49
1,5930.0,0.98,1.07,0.09,0.013,4.5
1,5888.0,0.93,1.1,0.09,-0.033,4.54
2,5972.0,2.29,1.38,0.03,0.777,3.86
1,6308.0,1.21,1.22,0.29,0.25,4.56
1,6178.57,1.32,1.18,0.25,0.356,4.27
2,6032.0,1.46,1.12,0.21,0.406,4.16
1,5030.0,3.15,1.41,0.04,0.91,3.5
1,5052.0,3.22,1.45,0.154,0.78,3.59
1,6160.0,1.37,1.29,0.36,0.386,4.28
1,6084.0,1.46,1.14,0.33,0.42,4.17
1,6160.0,1.54,1.34,0.36,0.48,4.19
1,6147.0,1.45,1.3,0.36,0.43,4.26
1,5884.0,1.49,1.21,0.26,0.378,4.07
1,5856.0,1.73,1.06,0.28,0.504,3.98
1,5892.0,1.32,1.2,0.32,0.276,4.04
1,4153.0,16.2,1.3,-0.25,1.982,2.1
1,5011.0,3.98,1.53,0.01,1.14,3.3
1,5049.0,4.5,1.61,0.09,1.064,3.4
1,5948.0,0.98,1.09,-0.01,0.03,4.5
1,5726.0,1.15,1.1,0.16,0.107,4.36
1,5807.79,1.18,1.04,0.29,0.155,4.31
1,5155.0,4.8,0.93,-0.46,1.173,3.4
2,5131.0,0.84,0.85,0.03,-0.326,4.37
2,5175.2,0.84,0.88,0.06,-0.339,4.53
1,6019.87,1.36,1.11,-0.014,0.342,4.21
1,6076.0,1.34,1.12,-0.01,0.346,4.37
1,5391.78,0.98,0.94,0.29,-0.137,4.43
1,5409.0,0.95,0.92,0.31,-0.143,4.46
1,5455.0,0.87,0.95,-0.13,-0.219,4.54
1,5468.0,0.86,0.89,-0.1,-0.187,4.53
1,4909.0,8.56,2.07,0.1,1.581,2.89
1,5655.0,1.44,1.08,0.11,0.281,4.15
1,5743.0,1.36,1.03,0.25,0.257,4.18
2,5604.56,2.27,0.99,-0.224,0.663,3.72
2,5911.52,1.35,1.08,-0.621,0.3,4.21
2,6419.19,2.76,1.29,0.12,1.066,3.67
2,5420.0,0.96,0.94,0.13,-0.144,4.45
1,5908.0,2.15,1.24,0.12,0.66,4.03
1,5907.29,2.33,1.07,-0.119,0.774,3.73
1,5900.0,2.16,1.25,-0.12,0.731,4.07
2,4849.92,0.76,0.79,-0.051,-0.54,4.57
2,4850.0,0.72,0.77,0.05,0.23,4.6
1,6056.56,1.99,1.13,0.174,0.679,3.9
1,6080.0,1.95,1.38,0.18,0.62,4.16
1,4897.0,4.8,1.65,0.28,1.076,3.2
1,4899.0,5.0,1.65,0.22,0.61,3.43
1,4069.0,50.3,1.8,-0.2,3.015,1.4
2,4884.0,0.74,0.8,-0.01,-0.547,4.6
2,4757.0,0.76,0.79,0.02,-0.569,4.49
2,6105.67,1.11,1.15,0.05,0.191,4.41
2,6123.0,1.12,1.12,0.05,0.114,4.55
2,5630.0,1.78,1.08,0.02,0.53,4.08
2,5534.0,2.06,0.97,-0.06,0.556,3.8
2,4757.0,3.8,1.31,0.21,0.82,3.4
4,5695.0,1.37,1.1,0.23,0.251,4.02
4,5784.0,1.33,1.15,0.29,0.303,4.25
4,5771.56,1.38,1.03,0.302,0.278,4.17
1,4786.0,10.95,1.06,-0.21,1.751,2.38
1,5730.0,1.53,1.1,0.11,0.358,4.05
1,5747.0,1.39,1.05,0.14,0.24,4.14
1,5770.3,1.52,1.03,0.143,0.364,4.09
1,6029.0,1.69,1.28,0.23,1.19,4.28
1,5902.0,1.85,1.07,0.31,0.571,3.93
1,4891.0,0.63,0.75,-0.07,-0.688,4.09
1,4776.39,0.74,0.77,-0.015,-0.587,4.58
2,5543.0,1.63,1.09,0.21,0.362,4.04
2,5522.0,1.77,0.97,0.18,0.417,3.93
1,5788.0,1.58,1.15,0.14,0.399,4.05
1,5817.0,1.63,1.12,0.13,0.465,4.09
1,5831.08,1.62,1.05,0.131,0.435,4.04
1,5922.0,1.06,1.13,0.21,0.061,4.44
1,5859.0,1.14,1.06,0.19,0.138,4.35
1,5745.0,1.04,0.97,-0.06,0.037,4.41
1,5751.0,1.03,1.03,-0.07,0.017,4.43
1,4806.77,0.72,0.78,0.12,-0.605,4.62
4,5385.0,0.94,0.93,0.17,-0.119,4.46
4,5390.0,0.95,0.93,0.18,-0.149,4.46
4,5341.0,0.99,0.92,0.14,-0.14,4.41
4,5378.0,0.95,0.95,0.21,-0.171,4.3
4,5293.0,1.0,0.87,0.16,-0.153,4.39
1,5870.0,1.06,1.06,0.06,0.083,4.41
1,5426.0,0.95,1.02,0.09,-0.155,4.49
1,6317.0,1.93,1.5,0.37,0.73,4.06
1,6279.0,2.12,1.23,0.33,0.799,3.87
1,5107.24,0.79,0.86,-0.09,-0.413,4.57
1,4919.0,4.63,1.39,-0.01,1.057,3.23
1,4943.0,4.5,1.5,0.0,1.0,3.28
1,5021.0,4.16,1.58,0.01,0.72,3.51
1,5480.36,0.95,0.96,-0.283,-0.132,4.46
1,4851.0,9.7,1.08,-0.67,1.669,2.5
1,5808.0,1.17,1.04,0.03,0.15,4.32
1,5767.0,1.17,0.98,0.0,0.149,4.31
2,5645.0,1.39,1.05,0.12,0.246,4.16
2,5551.0,1.68,0.98,0.06,0.382,3.98
1,5571.33,1.08,0.98,-0.096,0.007,4.36
1,5625.0,1.01,0.95,-0.05,-0.034,4.36
1,4905.0,0.78,0.8,0.16,-0.501,4.56
1,4406.0,19.6,1.02,0.31,1.53,2.01
1,4393.0,16.7,1.09,-0.32,1.52,2.12
1,4866.12,0.77,0.79,0.24,-0.518,4.56
2,6164.0,1.97,1.17,0.18,0.705,3.92
2,6305.0,1.73,1.4,0.09,0.629,4.09
1,5810.0,1.22,1.14,0.3,0.204,4.32
1,5736.0,1.25,1.1,0.26,0.181,4.08
1,5761.0,1.28,1.03,0.28,0.211,4.24
1,5721.0,1.88,1.0,0.47,0.57,3.96
1,5675.85,2.54,1.01,-0.478,0.779,3.63
1,5440.0,0.92,0.95,0.17,-0.177,4.49
1,5969.0,1.55,1.1,0.2,0.44,4.1
1,6079.0,1.47,1.2,0.24,0.415,4.29
1,4683.0,13.5,2.0,-0.22,1.892,2.48
1,4308.0,26.6,1.8,-0.28,2.378,1.8
1,5635.0,1.76,1.0,0.28,0.45,3.95
1,5060.0,3.8,1.65,-0.07,0.934,3.52
1,5080.0,3.55,1.45,0.13,0.66,3.51
1,5397.57,0.84,0.94,-0.62,-0.266,4.56
1,5908.24,1.21,1.07,-0.14,0.204,4.3
2,4931.0,0.78,0.79,0.03,-0.48,4.44
2,4985.82,0.8,0.82,0.008,-0.453,4.55
1,5625.03,0.99,1.0,0.081,-0.056,4.45
1,5648.0,0.99,0.97,0.09,-0.027,4.46
2,4949.0,2.62,1.47,0.545,0.685,3.65
2,5058.0,2.81,1.37,0.09,0.6,3.66
1,5564.0,1.02,0.98,0.2,-0.043,4.41
1,5646.0,1.76,1.0,0.23,0.453,3.95
1,5672.0,1.45,1.05,0.19,0.37,4.21
1,5684.0,1.6,1.15,0.25,0.382,4.06
1,6148.0,1.24,1.17,0.2,0.298,4.32
1,6230.0,1.14,1.25,0.15,0.245,4.38
1,6168.0,1.22,1.18,0.14,0.322,4.36
1,4917.0,9.2,2.6,0.2,1.643,2.98
1,3557.0,0.45,0.45,0.0,-1.487,4.86
1,3534.0,0.48,0.48,-0.04,-1.49,4.9
1,5030.0,4.1,1.52,0.04,0.973,3.5
1,4989.0,3.94,1.51,0.0,1.09,3.46
1,5398.31,1.01,0.94,0.392,-0.103,4.4
1,5014.0,4.6,1.84,0.26,1.079,3.4
1,5040.0,5.12,1.89,0.2,1.176,3.3
1,4976.0,4.55,1.78,0.22,1.21,3.42
3,4915.0,0.78,0.9,0.46,-0.496,4.28
3,4929.63,0.81,0.81,0.401,-0.456,4.53
1,5781.0,1.39,0.92,-0.53,0.288,4.24
1,5784.59,1.51,1.04,-0.529,0.361,4.1
2,5930.0,1.19,1.2,0.3,0.2,4.23
2,5867.0,1.29,1.06,0.27,0.25,4.24
1,5783.54,0.97,1.04,-0.053,-0.019,4.48
1,5788.0,0.98,1.03,-0.023,0.012,4.5
1,5784.0,0.96,1.0,-0.038,-0.034,4.45
3,4971.0,4.86,1.35,-0.17,1.117,3.18
1,3860.0,88.47,1.84,-0.4,2.968,0.9
1,6059.0,1.76,1.29,0.12,0.49,4.13
1,5923.0,2.11,1.08,0.15,0.693,3.82
1,4848.0,0.74,0.79,-0.06,-0.561,4.59
1,5145.0,0.77,0.86,0.0,-0.429,4.54
1,6190.0,1.17,1.2,0.12,0.255,4.43
1,6100.77,1.35,1.15,0.103,0.359,4.24
2,5790.0,1.15,1.04,0.09,0.127,4.33
1,5021.0,4.08,1.48,0.14,1.12,3.31
1,5048.0,4.9,1.6,-0.04,1.143,3.3
1,5726.59,1.08,1.02,0.284,0.056,4.38
1,5897.32,1.94,1.07,-0.08,0.615,3.89
2,5713.0,1.04,0.92,-0.23,0.025,4.4
2,5725.87,1.03,1.02,-0.244,0.015,4.42
1,5023.0,0.78,0.84,0.02,-0.461,4.58
1,5050.0,0.77,0.81,-0.03,-0.465,4.58
1,5201.0,0.68,0.85,0.02,-0.523,4.64
1,5040.0,0.76,0.81,-0.03,-0.48,4.59
1,4875.0,0.81,0.85,-0.03,-0.484,4.56
1,4721.91,0.69,0.76,0.16,-0.67,4.64
1,4610.0,0.79,0.77,0.16,-0.68,4.58
2,5549.0,1.17,0.98,0.19,0.066,4.29
2,5552.0,1.15,0.98,0.21,0.079,4.31
2,5590.0,1.13,0.96,0.25,0.053,4.48
1,5608.0,1.43,1.02,0.21,0.31,4.14
1,5636.81,1.5,1.0,0.218,0.311,4.09
1,5988.93,2.31,1.1,-0.49,0.791,3.75
1,5988.0,1.53,0.91,-0.48,0.43,4.02
6,5427.0,0.94,0.92,-0.16,-0.161,4.4
6,5348.0,0.94,0.81,-0.15,-0.187,4.3
6,5385.0,0.93,0.82,-0.138,-0.178,4.41
1,5028.0,0.7,0.8,-0.02,-0.546,4.29
1,4955.0,0.77,0.82,0.03,-0.493,4.58
1,4975.0,0.77,0.8,0.05,-0.495,4.59
2,5071.0,0.82,0.85,0.06,-0.394,4.54
2,5080.0,0.81,0.82,0.02,-0.377,4.55
2,5144.0,0.73,0.85,0.08,0.34,4.6
1,5227.0,4.05,1.48,0.32,1.06,3.51
1,5220.0,3.9,1.68,-0.15,1.009,3.44
1,5861.32,1.15,1.06,0.08,0.147,4.34
1,5741.0,1.48,1.05,0.03,0.329,4.06
1,5750.0,1.48,1.03,0.04,0.333,4.11
1,5912.0,1.3,1.2,0.29,0.268,4.19
1,5893.05,1.42,1.07,0.221,0.342,4.16
1,6017.0,1.73,1.29,0.18,0.572,4.24
1,5915.0,1.31,1.08,0.288,0.275,4.24
1,6013.69,1.71,1.11,0.23,0.537,4.02
1,4263.0,32.3,1.1,-0.31,2.515,1.4
1,6254.0,1.31,1.28,0.22,0.38,4.31
1,6172.0,1.43,1.18,0.25,0.428,4.2
1,6218.0,1.35,1.3,0.19,0.385,4.18
1,6140.35,1.16,1.16,-0.16,0.239,4.37
1,6081.0,1.75,1.3,0.08,0.574,4.07
1,6188.0,1.75,1.37,0.19,0.626,4.17
1,6080.0,1.8,1.14,0.24,0.599,3.99
2,5488.48,0.93,0.96,0.032,-0.152,4.48
2,5096.0,9.16,1.99,0.16,1.67,3.48
2,5164.0,4.3,1.44,-0.15,1.064,3.6
1,5739.12,1.05,1.03,0.315,0.033,4.41
1,5722.0,0.99,1.1,0.3,-0.028,4.27
2,5040.0,6.43,1.91,0.02,1.369,3.11
1,6272.0,2.59,1.72,0.3,0.971,3.85
1,5596.0,1.13,0.9,-0.07,0.049,4.4
1,5640.0,1.11,1.0,-0.05,0.048,4.35
1,5934.0,1.32,1.2,0.3,0.288,4.3
1,5945.08,1.17,1.09,0.314,0.19,4.34
3,5754.04,1.13,1.03,0.157,0.098,4.35
1,5016.12,0.79,0.83,-0.197,-0.447,4.56
1,5056.0,0.72,0.74,-0.19,-0.509,4.48
1,6176.0,1.33,1.22,0.19,0.36,4.29
1,6308.42,1.37,1.24,0.21,0.428,4.26
1,4874.0,6.1,1.56,0.14,1.276,3.3
1,4819.0,4.59,1.43,0.09,1.21,3.22
5,5258.15,0.86,0.9,-0.115,-0.288,4.52
5,5732.0,1.08,0.95,-0.06,0.053,4.23
5,5782.13,1.13,1.04,-0.054,0.107,4.35
2,5726.0,0.98,1.02,0.13,-0.031,4.46
1,5071.0,0.78,0.85,-0.07,-0.44,4.58
1,5070.0,0.78,0.8,-0.042,-0.444,4.56
1,5106.0,0.78,0.82,-0.03,-0.421,4.56
4,5413.26,0.92,0.94,-0.403,-0.184,4.48
4,5401.0,0.92,0.85,-0.41,-0.161,4.46
1,6105.0,1.13,1.1,0.02,0.2,4.42
1,6151.0,1.16,1.17,0.085,0.242,4.37
1,4795.0,0.79,0.78,0.04,-0.529,4.22
1,4802.0,0.77,0.78,0.05,-0.552,4.56
1,4860.0,4.98,1.25,0.21,1.09,3.13
1,6052.0,1.19,1.13,0.05,0.231,4.34
1,6092.0,1.2,1.0,0.0,0.252,4.28
1,6076.0,1.18,1.1,-0.02,0.23,4.33
1,6065.0,1.16,1.12,0.0,0.21,4.36
1,5854.47,1.03,1.06,0.13,0.053,4.43
1,5484.0,1.11,0.96,0.17,0.0,4.33
1,5555.0,1.06,0.99,0.21,0.029,4.39
1,5553.0,1.05,1.0,0.22,-0.027,4.31
1,4912.0,4.54,1.33,-0.02,1.035,3.23
1,4957.0,4.88,1.58,0.05,1.15,3.51
1,6273.13,1.17,1.22,0.189,0.279,4.39
1,6303.0,1.1,1.25,0.17,0.231,4.57
1,5121.0,5.0,1.15,-0.21,1.188,3.5
1,5085.0,4.26,1.6,0.13,1.18,3.52
1,5984.9,1.52,1.1,0.138,0.427,4.12
1,5924.0,1.47,1.2,0.19,0.378,4.12
1,5786.63,1.38,1.04,0.16,0.285,4.17
1,5840.0,1.08,1.05,0.01,0.089,4.39
2,5978.0,1.1,1.07,-0.04,0.139,4.38
1,5466.99,0.83,0.96,-0.265,-0.261,4.59
4,4856.24,0.77,0.79,-0.084,-0.522,4.56
2,5110.0,0.85,0.86,0.2,-0.353,4.51
1,5993.0,1.65,1.3,0.24,0.498,4.14
1,5972.97,1.76,1.1,0.242,0.551,3.99
1,5850.69,1.48,1.06,0.21,0.365,4.12
1,5849.0,1.48,1.12,0.22,0.387,4.18
1,5806.0,1.45,1.2,0.22,0.332,4.06
2,5103.0,0.76,0.82,-0.16,-0.452,4.54
2,5082.0,0.79,0.85,-0.14,-0.422,4.57
1,4639.0,12.5,1.36,-0.17,1.8,2.36
1,5463.0,0.86,1.0,0.36,-0.225,4.38
1,5394.87,0.96,0.94,0.245,-0.151,4.45
2,5434.33,0.92,0.95,0.0,-0.174,4.49
2,5575.0,1.2,0.98,0.28,0.098,4.27
2,5704.0,1.08,1.11,0.39,0.093,4.42
2,5665.0,1.09,1.1,0.4,0.042,4.25
2,5966.0,1.27,1.02,-0.135,0.276,4.35
1,5930.64,1.33,1.08,0.287,0.292,4.23
1,4877.33,0.82,0.8,0.304,-0.463,4.51
1,4820.0,0.86,0.85,0.38,-0.452,4.81
1,4927.0,0.79,0.88,0.38,-0.469,4.6
1,5362.0,1.91,1.05,-0.13,0.425,4.0
1,5364.0,1.94,1.07,-0.12,0.481,3.91
1,5342.72,1.97,0.92,-0.139,0.454,3.81
1,5325.0,1.93,1.05,0.13,0.44,3.98
6,4835.0,0.77,0.79,0.12,-0.509,4.59
6,4699.0,0.78,0.81,0.11,-0.577,4.57
6,4913.0,0.77,0.79,0.08,-0.509,4.51
6,4700.0,0.78,0.81,0.11,-0.577,4.57
6,4699.0,0.78,0.78,0.11,-0.577,4.63
6,4884.29,0.75,0.8,0.096,-0.539,4.59
1,4831.0,11.22,1.46,-0.2,1.795,2.48
1,4820.0,2.9,1.0,-0.04,0.62,3.51
2,5827.0,1.52,1.2,0.14,0.377,4.06
2,5891.0,1.69,1.23,0.19,0.489,4.08
2,5842.0,1.68,1.19,0.16,0.48,4.19
2,5807.0,1.65,1.04,0.17,0.446,4.02
1,5672.13,1.03,1.01,-0.56,-0.005,4.42
1,5918.85,1.16,1.08,-0.013,0.173,4.34
1,5921.0,1.07,1.04,0.0,0.093,4.32
1,5956.23,1.66,1.09,0.11,0.496,4.03
1,5921.14,1.43,1.08,-0.237,0.356,4.16
1,6241.0,1.12,1.2,-0.02,0.231,4.37
1,6376.4,1.14,1.27,0.05,0.286,4.43
1,5080.0,2.94,1.21,-0.08,0.712,3.58
1,5847.0,1.95,1.35,0.33,0.603,4.03
1,5847.37,1.93,1.06,0.335,0.593,3.89
1,5535.31,1.85,0.97,0.295,0.462,3.89
1,4806.0,4.1,1.07,0.05,0.929,3.31
1,5740.72,1.81,1.03,-0.118,0.507,3.93
1,5789.0,1.13,1.04,0.01,0.114,4.35
1,5780.0,1.06,1.0,-0.01,0.055,4.33
1,6097.0,1.54,1.34,0.27,0.47,4.19
1,5894.0,1.86,1.07,0.25,0.577,3.93
1,4385.0,0.67,0.68,-0.08,-1.174,4.69
1,5038.0,5.69,1.57,-0.19,1.274,3.09
1,5984.06,1.08,1.1,-0.117,0.131,4.41
1,6017.0,1.03,1.05,-0.12,0.092,4.52
1,5824.24,1.64,1.05,0.345,0.448,4.03
1,6208.0,1.35,1.14,0.07,0.4,4.33
1,6101.0,1.45,1.15,0.04,0.421,4.17
1,6148.0,1.41,1.2,-0.08,0.405,4.26
1,4791.0,10.9,1.5,-0.36,1.75,2.55
1,4971.74,0.74,0.82,-0.83,-0.523,4.62
5,4813.0,0.69,0.78,-0.19,-0.636,4.65
5,4684.0,0.71,0.67,-0.2,-0.625,4.53
1,5037.0,0.79,0.84,-0.01,-0.443,4.63
1,5087.0,0.8,0.85,0.105,-0.412,4.56
1,5982.0,1.58,1.1,0.28,0.458,4.08
1,3933.0,0.57,0.58,-0.03,-1.154,4.7
1,4769.0,12.73,1.47,-0.25,1.85,2.37
1,4361.0,32.0,1.69,-0.26,2.49,1.66
2,5761.0,1.38,1.03,0.17,0.276,4.17
1,6047.93,1.4,1.13,0.17,0.376,4.2
1,6223.83,1.21,1.2,-0.11,0.3,4.35
1,6160.0,1.18,1.09,-0.11,0.276,4.43
2,6353.0,1.42,1.25,-0.018,0.473,4.23
1,4766.0,13.76,2.12,-0.03,1.944,2.5
2,5920.58,1.0,1.08,0.12,0.041,4.48
2,3803.0,0.44,0.44,-0.43,-1.44,5.2
1,6033.0,1.44,1.12,0.0,0.393,4.17
1,5236.0,0.73,0.9,0.22,-0.448,4.38
1,5190.65,0.88,0.88,0.135,-0.298,4.5
1,6076.59,1.26,1.14,0.22,0.289,4.3
1,6801.0,1.56,1.43,0.02,0.668,4.21
1,4846.0,3.43,1.48,0.42,0.838,3.56
1,4961.0,3.18,1.46,0.26,0.79,3.76
1,5691.83,1.08,1.01,-0.117,0.043,4.37
1,5737.0,1.0,0.94,-0.12,-0.056,4.48
3,4832.0,0.85,0.8,0.21,-0.449,4.02
3,4912.17,0.85,0.81,0.322,-0.419,4.49
1,5862.08,1.78,1.06,0.12,0.528,3.96
2,5706.0,1.04,1.1,0.27,0.01,4.35
2,5615.0,1.08,0.99,0.18,0.017,4.37
1,5653.0,1.58,1.0,0.36,0.361,4.04
1,5664.0,1.48,1.06,0.06,0.34,4.12
1,4330.9,0.8,0.68,0.032,-0.696,4.47
1,5071.0,3.71,1.41,0.16,1.2,3.25
1,5076.0,6.2,1.74,-0.11,1.36,3.3
1,5505.0,0.94,0.97,-0.14,-0.137,4.48
1,5552.0,1.0,0.9,-0.11,-0.14,4.42
1,4845.0,4.5,1.17,0.14,1.002,3.25
1,4853.0,10.9,1.91,0.0,1.768,2.65
1,4844.0,12.02,2.54,0.0,1.85,2.67
1,4678.0,0.57,0.75,-0.22,-0.846,4.79
2,5595.0,1.04,1.1,0.39,-0.023,4.15
2,5545.71,1.19,0.98,0.37,0.083,4.28
1,5861.0,1.64,1.22,0.243,0.45,4.09
1,5937.0,1.58,1.28,0.26,0.489,4.16
1,5872.3,1.64,1.06,0.227,0.458,4.04
1,5424.91,0.95,0.94,0.13,-0.149,4.45
1,4943.0,4.15,1.31,0.12,1.1,3.38
1,4982.0,4.2,1.35,-0.06,0.996,3.4
1,5960.0,1.71,1.23,0.16,0.517,4.1
1,6026.0,1.83,1.12,0.18,0.602,3.96
3,5909.59,1.08,1.07,-0.171,0.106,4.4
4,5300.0,0.87,0.85,0.037,-0.27,4.47
1,5738.0,1.09,1.03,0.07,0.063,4.38
1,4994.76,0.83,0.83,0.05,-0.409,4.51
1,5140.0,0.81,0.9,0.18,-0.391,4.38
3,5052.0,4.2,1.48,0.05,1.021,3.5
3,5025.4,4.17,1.52,0.06,1.0,3.38
3,5009.0,4.22,1.6,0.0,1.13,3.49
1,6128.0,1.27,1.16,0.043,0.308,4.3
1,6089.0,1.28,1.13,0.036,0.305,4.28
1,5935.0,1.92,1.08,0.34,0.616,3.9
1,6022.0,1.7,1.29,0.36,0.58,4.21
1,6409.65,1.47,1.29,0.161,0.517,4.21
2,4861.0,5.29,1.78,0.27,1.149,3.24
6,5836.0,1.38,1.07,0.14,0.303,4.21
6,5836.0,1.38,1.07,0.14,0.303,4.21
6,5797.0,1.46,1.04,0.11,0.339,4.12
1,4770.0,10.86,1.69,-0.06,1.742,2.59
1,3940.0,38.4,1.14,-0.16,2.589,1.1
1,5274.92,0.87,0.9,0.145,-0.274,4.51
1,5221.0,0.88,0.88,0.16,-0.268,4.51
1,5252.0,0.85,0.9,0.19,-0.303,4.32
3,5492.0,1.0,0.75,-0.4,-0.091,4.4
3,5604.0,0.93,0.99,-0.35,-0.111,4.49
2,5448.0,0.9,1.0,0.336,-0.229,4.51
2,5405.0,0.86,1.0,0.31,-0.242,4.23
2,5329.0,0.98,0.92,0.25,-0.154,4.42
1,5076.27,0.8,0.85,0.171,-0.416,4.56
1,5032.0,0.79,0.85,0.18,-0.432,4.58
1,5983.57,1.49,1.1,-0.214,0.411,4.13
2,5573.0,2.66,1.41,0.37,0.74,3.81
2,5541.0,2.84,0.98,0.32,0.834,3.52
1,5277.0,2.14,1.19,0.19,0.68,3.9
1,5222.0,2.53,1.36,0.26,0.659,3.84
3,5992.1,1.15,1.1,0.089,0.186,4.36
3,6037.0,1.11,1.15,0.08,0.164,4.42
3,5950.0,1.18,1.07,0.05,0.215,4.35
3,6037.0,1.1,1.09,0.08,0.16,4.42
3,5186.19,0.78,0.88,-0.627,-0.398,4.59
5,4827.0,0.72,0.74,-0.28,-0.569,4.61
5,4867.44,0.72,0.79,-0.323,-0.585,4.63
5,4956.0,0.65,0.7,-0.35,-0.639,4.21
1,4869.0,8.56,2.0,0.14,1.664,3.02
1,6139.0,1.24,1.16,0.25,0.291,4.32
1,4741.74,0.82,0.76,0.121,-0.509,4.49
2,5310.0,0.85,0.95,0.23,-0.293,4.37
1,5655.45,1.08,1.0,0.235,0.035,4.37
1,5646.0,1.09,1.05,0.19,0.035,4.22
2,5644.0,1.33,1.15,0.43,0.206,4.11
2,5582.0,1.5,0.99,0.34,0.293,4.08
1,5639.0,0.93,1.0,-0.26,-0.1,4.5
1,5638.0,0.85,0.9,-0.28,-0.188,4.39
1,5727.0,1.0,1.01,-0.09,-0.009,4.44
1,5755.0,0.97,1.03,-0.11,-0.028,4.47
1,5747.0,0.95,0.97,-0.11,-0.046,4.49
3,5323.0,0.98,0.95,0.332,-0.154,4.42
3,5289.0,0.98,0.89,0.24,-0.155,4.39
1,5768.0,0.98,0.9,-0.31,-0.017,4.52
1,5672.42,1.05,1.01,-0.323,0.01,4.4
1,5695.0,1.02,0.93,-0.31,0.029,4.41
1,5035.0,4.9,1.72,0.14,1.149,3.4
1,5005.0,4.38,1.71,0.11,1.14,3.45
2,5478.64,1.07,0.96,0.36,-0.036,4.37
2,5508.0,1.0,0.96,0.4,-0.137,4.31
1,6093.0,1.73,1.14,0.3,0.572,4.02
1,5767.81,1.43,1.03,0.04,0.307,4.14
1,5752.0,1.32,1.0,0.03,0.26,4.21
2,5854.0,1.05,1.06,0.05,0.069,4.42
2,5810.0,1.08,1.01,0.04,0.083,4.38
1,5566.0,1.26,0.98,0.23,0.141,4.23
2,5435.58,0.9,0.95,-0.175,-0.196,4.51
1,5294.0,0.96,0.91,0.24,-0.188,4.43
1,5306.0,0.92,1.0,0.27,-0.222,4.13
1,6114.04,1.28,1.15,0.34,0.316,4.28
1,5336.0,1.0,0.95,0.32,-0.137,4.37
1,5243.0,0.92,0.9,0.24,-0.241,4.47
2,5641.0,1.1,1.0,0.2,0.043,4.35
2,5640.0,1.13,1.0,0.21,0.066,4.21
2,4989.0,4.94,1.81,0.15,1.18,3.46
2,4898.0,5.03,1.39,-0.01,1.118,3.17
2,4959.0,5.4,1.74,0.01,1.19,3.16
2,4914.0,6.2,2.19,-0.07,1.389,3.1
2,4866.0,7.3,1.81,-0.02,1.417,2.97
1,4424.0,22.39,0.91,0.69,2.27,2.13
1,4076.0,42.4,1.05,-0.91,2.93,1.62
1,5784.73,2.06,1.04,0.38,0.634,3.83
1,5650.0,2.05,1.28,0.4,0.584,3.92
1,5789.0,1.82,1.22,0.38,0.51,4.09
1,5583.0,1.04,0.99,0.23,-0.022,4.4
2,5927.0,1.41,1.25,0.26,0.342,4.05
2,5963.0,1.44,1.09,0.32,0.376,4.16
1,5982.0,1.07,1.05,-0.07,0.119,4.29
1,6007.0,1.13,1.11,0.02,0.175,4.38
2,5352.6,0.92,0.93,-0.072,-0.206,4.48
1,6003.0,1.4,1.11,0.21,0.36,4.19
1,6036.0,1.31,1.2,0.11,0.308,4.11
1,6076.0,1.28,1.17,0.19,0.352,4.31
1,6060.0,1.1,1.18,0.21,0.297,4.29
2,6203.0,1.19,1.13,-0.12,0.28,4.5
2,5052.0,3.26,1.56,0.15,0.663,3.57
2,4958.0,3.85,1.51,0.15,0.908,3.45
1,6012.0,1.69,1.11,0.35,0.526,4.03
1,4830.0,9.09,1.01,-0.5,1.61,2.53
1,4929.0,4.93,1.72,0.14,1.15,3.32
1,4807.0,5.43,1.29,0.04,1.155,3.06
1,6003.96,0.94,1.11,-0.2,0.017,4.53
1,4907.0,8.7,1.91,-0.02,1.595,2.9
1,4816.0,5.8,1.03,0.37,1.23,2.67
1,4670.0,11.22,1.43,0.01,1.76,2.63
1,4348.0,27.0,1.7,-0.17,2.394,1.9
