sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
1,3728.00,0.54,0.54,,-1.296,4.70
1,,,,,,
1,,,,,,
1,,,,,,
1,3711.00,0.54,0.56,-0.110,-1.277,4.74
1,,0.53,,,,
1,4746.00,0.66,,,-0.703,
1,,0.66,,,,
1,4476.00,0.69,,,,
1,4594.00,0.74,0.73,,-0.663,4.57
1,4613.00,0.64,0.70,,,4.66
2,3889.72,0.59,0.60,,,
2,3678.00,0.61,,,-1.212,
2,3720.00,0.50,,,,
2,3696.00,0.56,0.56,,-1.273,4.68
2,3696.00,0.56,,,,4.68
2,3840.60,0.54,0.57,,,
2,,0.61,,,,
2,,0.61,,,,
2,3696.00,0.56,,,,4.68
2,3939.00,0.57,0.60,,,4.70
1,5912.00,1.58,1.15,0.000,,4.10
1,5989.00,1.09,,-0.020,,
1,5812.50,1.62,,,0.430,
1,5722.00,1.56,1.05,0.040,,4.02
1,5795.00,1.66,1.04,0.130,0.446,4.02
1,5912.00,1.58,1.15,,,4.10
1,,1.62,,,,
1,5840.00,1.03,,,,
1,,0.73,,,,
1,4415.51,0.73,,,-0.740,
1,4103.00,0.45,0.50,,,4.82
1,4262.10,0.69,0.68,,,
1,4271.00,0.66,,,,
1,4377.00,0.77,0.68,,-0.712,4.50
1,4377.00,0.77,,,,4.50
1,6114.00,1.33,1.02,-0.320,,4.11
1,,1.25,,,,
1,6200.00,1.41,1.19,-0.310,0.421,4.22
1,6256.00,1.29,0.96,,,4.20
1,6365.00,1.32,,,0.413,
1,6445.00,1.12,,-0.500,,
1,6234.00,1.32,,,,
1,5054.00,0.76,0.75,,,4.54
1,4810.00,0.73,,,,
1,4971.00,0.77,,,-0.482,
1,4896.88,0.82,0.80,-0.224,-0.457,4.51
1,,0.77,,,,
1,4710.70,0.73,0.75,-0.190,-0.624,4.58
1,4728.00,0.72,,,,
1,,0.66,,,,
1,4859.40,0.66,,,-0.657,
1,4899.00,0.73,0.77,,,4.60
1,,0.70,,,,
1,4329.00,0.67,,,,
1,4432.00,0.70,,,-0.774,
1,4396.00,0.73,0.69,,-0.750,4.55
1,4175.00,0.45,0.51,,,4.81
2,4102.00,0.52,0.53,-0.510,,
2,4125.00,0.59,0.65,,-1.040,4.70
2,4021.00,0.46,0.52,,,4.82
2,,0.53,,,,
2,4241.00,0.53,,,-1.083,
2,3930.00,0.57,0.61,-0.330,,4.71
2,,0.53,,,,
2,4088.00,0.62,,,,
2,,0.63,,,,
2,4252.00,0.65,,,,
2,,0.63,,,,
2,,,0.61,,,
2,4292.67,0.72,0.67,-0.113,-0.802,4.55
2,4384.50,0.63,,,-0.874,
2,4326.00,0.55,0.61,,,4.74
1,,2.07,,,,
1,4072.00,2.07,,,0.027,
1,7147.00,2.19,1.69,0.055,,3.98
1,3260.00,0.23,,,,
1,6066.00,2.15,1.13,,0.751,3.83
1,6113.00,1.49,1.21,,,4.14
1,4684.00,0.72,,,,
1,5269.00,0.85,0.83,,,4.49
1,,,,,,
1,,0.71,,,,
1,4749.35,0.71,,,-0.633,
1,5263.00,0.81,0.85,-0.037,,4.55
1,4555.00,0.82,0.72,,-0.579,4.46
1,3798.00,0.38,0.42,,,4.89
1,3996.00,0.64,0.62,,-1.030,4.62
1,4066.72,0.63,,,-1.011,
1,4456.00,0.63,0.70,,,4.67
1,4237.00,0.65,,,,
1,4279.00,0.74,0.67,,-0.784,4.53
1,4422.00,0.66,,,-0.821,
1,,0.66,,,,
1,,,,,,
1,4279.00,0.74,,,,4.53
1,4299.98,0.72,0.69,,,
1,,,,,,
1,4434.00,0.62,0.68,,,4.68
1,4443.00,0.69,0.70,,-0.777,4.60
1,4622.18,0.60,,,-0.830,
1,,0.60,,,,
1,4388.00,0.68,,,,
3,,0.84,,,,
3,5020.00,0.84,0.83,,-0.398,4.51
3,4977.49,0.84,,,-0.412,
3,,,,,,
3,5134.00,0.80,0.86,0.110,,4.54
3,5413.00,0.86,0.89,,,4.52
3,,0.84,,,,
3,4998.00,0.76,,,,
2,,0.64,,,,
2,4775.00,0.73,,,,
2,4934.75,0.64,,,-0.660,
2,4920.00,0.66,0.81,,-0.640,4.71
2,5055.00,0.73,0.77,,,4.59
1,5850.00,0.96,0.97,-0.140,,
1,5792.00,0.86,,,-0.120,
1,,0.86,,,,
1,5617.00,0.86,0.93,-0.120,,4.67
1,5710.00,0.96,,,,
1,5696.00,0.92,1.01,-0.160,-0.098,4.52
1,5767.00,1.01,0.93,,,4.40
1,,1.52,,,,
1,5749.00,1.47,1.08,,,4.14
1,5365.25,1.52,,,0.240,
1,,,,,,
1,5630.00,1.45,,,,4.11
1,5425.00,0.86,,,,
1,5500.00,1.12,0.97,0.010,,4.07
1,,,,,,
1,5630.00,1.45,1.00,0.180,0.282,4.11
1,5527.00,1.05,,,-0.036,
1,5718.00,1.00,1.02,,-0.015,4.45
1,5761.00,1.02,1.03,0.170,,4.38
1,5680.00,0.95,,,,
1,,,,,,
1,,1.05,,,,
1,6293.00,1.36,1.21,,,4.25
2,,0.58,,,,
2,4500.00,0.69,,,,
2,4880.00,0.73,0.77,,,4.60
2,,0.58,,,,
2,4844.47,0.58,,,-0.781,
2,,,,,,
2,4636.00,0.65,0.68,-0.290,,4.70
2,4555.00,0.70,0.72,,-0.727,4.61
2,,1.27,,,,
2,5686.00,0.95,,,,
2,6771.00,1.63,1.40,,,4.15
2,5814.00,1.27,,,0.219,
2,5872.00,1.28,1.06,,0.244,4.25
1,5320.33,0.87,,,-0.265,
1,,,,,,
1,,0.87,,,,
1,5391.00,0.88,0.94,,-0.234,4.53
1,5313.00,0.82,,,,
1,5312.00,0.73,0.74,,,4.58
1,4711.00,0.72,,,,
1,,0.72,,,,
1,5213.00,0.84,0.87,,,4.53
1,4799.00,0.67,0.70,-0.340,,4.55
1,,,,,,
1,5958.00,1.71,1.16,,,4.04
1,5774.75,1.79,,,0.506,
1,6490.00,1.59,,,,
1,5961.00,1.73,1.09,,0.530,4.00
1,5887.00,1.67,1.11,-0.047,,4.03
1,,0.66,,,,
1,,0.66,,,,
1,4720.00,0.72,,,,
1,4788.00,0.69,0.77,,-0.644,4.65
1,4840.54,0.66,,,-0.673,
1,4893.00,0.70,0.75,-0.210,,4.74
1,4746.00,0.68,0.73,,,4.63
1,3643.00,0.53,0.52,,-1.356,4.71
1,,0.49,,,,
1,4091.03,,,,,
1,4059.00,0.61,,,,
1,4127.00,0.49,0.55,,,4.79
1,5799.00,1.63,1.04,-0.260,0.431,4.03
1,,1.60,,,,
1,5766.33,1.60,,,0.405,
1,5715.00,2.13,1.05,,,3.82
1,5772.00,0.96,0.97,-0.070,,
1,5622.00,0.93,0.94,,,4.48
1,5012.21,0.78,,,-0.457,
1,5131.00,0.80,0.85,0.060,,4.53
1,,,,,,
1,5026.00,0.77,,,,
1,5064.00,0.79,0.85,,-0.429,4.57
1,,0.78,,,,
1,4006.00,0.43,0.48,,,4.85
1,3926.73,,,,,
1,3497.00,0.47,0.47,,-1.519,4.76
1,3891.00,0.57,,,,
4,3563.00,0.43,,,,
4,3360.47,0.33,0.27,,,
4,4103.93,,,,,
4,3497.00,0.23,0.22,,,5.05
4,3498.00,0.33,0.31,,-1.837,4.90
1,,1.08,,,,
1,,,,,,
1,5922.00,1.06,1.05,,,4.41
1,,,,,,
1,5844.00,1.05,1.04,0.090,,4.35
1,6634.00,1.77,,,,
1,5865.00,1.06,1.06,0.030,0.076,4.42
1,5732.67,1.08,,,0.054,
1,5804.00,1.01,,,,
1,5929.00,1.09,0.99,-0.210,,4.24
1,6022.00,1.02,1.11,,0.092,4.47
1,,1.05,,,,
1,6060.00,0.98,0.96,,,4.44
1,5838.00,1.05,,,0.060,
2,6022.00,1.24,1.17,0.300,,4.26
2,5995.00,1.56,1.16,,,4.12
2,5800.00,1.01,,,,
2,5851.00,1.49,1.06,,0.368,4.12
2,5778.67,1.49,,,0.349,
2,,1.49,,,,
1,,0.78,,,,
1,4865.60,0.79,,,,4.54
1,5297.00,0.83,0.87,,,4.54
1,,,,,,
1,4816.82,0.78,,,-0.527,
1,4865.60,0.79,0.79,0.237,-0.498,4.54
1,4970.00,0.76,0.80,0.290,-0.500,4.47
1,5070.00,0.78,0.85,0.120,,4.67
1,,1.37,,,,
1,5926.00,1.28,1.06,,,4.25
1,5897.00,1.26,1.07,0.035,,
1,5294.00,1.33,0.91,,0.100,4.15
1,4982.58,1.37,,,0.018,
1,5294.00,1.33,,,,4.15
1,5926.00,1.25,1.06,,,4.25
1,5839.00,1.04,1.06,0.200,,4.41
2,,0.71,,,,
2,4890.00,0.74,0.79,-0.010,,
2,4779.00,0.77,0.77,0.010,-0.553,4.55
2,,,,,,
2,4870.00,0.74,0.78,-0.020,,4.52
2,4797.00,0.73,,,,
2,5147.00,0.80,0.84,,,4.56
2,,0.71,,,,
2,4849.20,0.72,,,-0.583,
3,5377.00,0.84,0.91,0.070,,4.65
3,,0.79,,,,
3,5203.00,0.87,0.89,,-0.303,4.51
3,5441.00,0.87,0.90,,,4.52
3,,0.79,,,,
3,5079.00,0.79,,,-0.432,
1,4784.00,0.76,0.77,,-0.569,4.57
1,,,,,,
1,4674.13,0.63,0.75,,,
1,4530.00,0.63,0.70,,,4.67
1,4444.00,0.70,,,-0.761,
1,,0.70,,,,
2,,0.42,,,,
2,3848.00,0.56,0.56,,-1.204,4.68
2,,0.42,,,,
2,,,,,,
2,3910.00,0.42,0.48,,,4.86
2,4143.19,,,,,
2,,0.42,,,,
2,3875.75,0.55,0.59,,,
2,4949.95,0.84,,,-0.423,
2,5249.16,0.82,0.90,0.278,-0.337,4.56
2,5652.00,0.93,0.95,,,4.48
2,,0.84,,,,
1,4222.00,0.73,0.66,,-0.812,4.53
1,,,,,,
1,4427.00,0.68,,-0.360,,4.30
1,,0.67,,,,
1,4441.00,0.65,0.68,-0.140,,4.65
1,4462.00,0.71,,-0.280,,4.17
1,4349.88,0.67,,,-0.837,
1,4376.21,0.68,0.70,,,
1,4268.00,0.51,0.57,,,4.78
1,5129.00,0.72,0.76,-0.350,,4.52
1,,0.80,,,,
1,5482.00,0.76,0.79,,,4.58
1,5179.39,0.83,0.88,-0.378,-0.349,4.54
1,5166.00,0.80,,,-0.386,
1,4443.00,1.51,,,-0.098,
1,5583.60,1.45,,,,4.11
1,5747.00,1.40,1.16,0.328,,4.21
1,5583.56,1.45,0.99,0.348,0.267,4.11
1,5406.00,0.93,0.95,,,4.47
1,,1.51,,,,
1,3537.00,0.26,0.26,,,5.02
1,3572.00,0.44,0.44,,-1.545,4.79
1,3981.23,,,,,
1,,0.26,,,,
1,3624.15,0.46,0.48,,,
1,,,,,,
1,,0.32,,,,
1,3691.00,0.32,0.35,,,4.96
1,4117.56,,,,,
1,3677.00,0.54,0.53,,-1.327,4.71
1,3390.00,0.31,0.30,-0.250,-1.921,
1,3972.66,,,,,
1,,0.47,,,,
1,3468.00,0.25,0.24,-0.460,,
1,4052.00,0.47,0.52,,,4.82
1,3765.00,0.52,,,,
1,3528.00,0.32,0.30,,-1.838,4.90
2,4484.00,0.62,0.63,-0.225,,4.65
2,4421.98,0.63,0.70,,,
2,,0.65,,,,
2,4133.13,0.65,0.65,-0.038,-0.953,4.62
2,,,,,,
2,4136.00,0.49,0.56,,,4.79
2,,0.65,,,,
2,4110.89,0.65,,,-0.968,
1,3488.90,0.32,0.38,,,
1,3326.00,0.36,0.35,,-1.841,4.86
1,3622.00,0.28,0.29,,,5.00
1,,,,,,
1,,0.28,,,,
1,3802.12,,,,,
1,3548.00,0.42,0.44,-0.030,,4.84
1,,0.23,,,,
1,,,,,,
1,3729.28,,,,,
1,3471.00,0.40,0.36,0.110,-1.678,
1,,0.23,,,,
1,3566.00,0.40,0.41,0.100,,4.85
1,,0.43,,,,
1,3411.00,0.41,0.41,,-1.678,4.81
1,3410.00,0.44,0.43,0.140,-1.635,
1,4717.00,4.47,1.20,0.330,,3.22
1,,4.79,,,,
1,,,,,,
1,,4.09,,,,
1,4642.56,4.71,,0.313,,
1,4836.00,2.95,1.05,0.270,,3.50
1,,4.20,1.16,,,
1,4790.00,4.20,1.16,0.420,,3.26
1,4790.00,4.20,1.16,0.420,,3.26
1,4845.07,4.09,,,0.919,
1,4642.60,4.71,,,,
1,6095.00,1.51,1.16,-0.100,,4.09
1,,,,,,
1,6529.98,1.37,,,0.489,
1,6283.00,1.51,1.23,,0.504,4.17
1,6172.00,1.57,1.20,-0.060,,4.13
1,,,,,,
1,6120.00,1.31,1.07,-0.200,,4.23
1,,1.37,,,,
1,,1.39,,,,
1,6283.00,1.51,,,,4.17
1,,1.98,,,,
1,,,,,,
1,6217.00,2.63,1.63,0.210,,3.81
1,6033.00,2.28,1.42,0.150,,3.78
1,6073.27,2.73,1.14,0.169,0.961,3.62
1,5990.00,3.10,1.60,0.200,,3.67
1,5993.27,2.71,,,0.931,
1,,2.71,,,,
1,6518.00,1.46,1.32,,0.542,
1,6225.45,1.52,,,0.492,
1,6596.04,1.46,,,,4.25
1,6596.04,1.46,1.38,0.131,0.562,4.25
1,5883.00,1.16,,,,4.34
1,5757.40,1.19,,,0.147,
1,5883.00,1.16,1.07,,0.159,4.34
1,5948.00,1.21,1.11,0.090,0.217,4.32
1,5320.67,2.80,,,0.753,
1,,,,,,
1,5375.00,2.69,1.44,0.170,,3.70
1,,,,,,
1,5326.00,2.83,1.46,,,3.74
1,5370.00,2.72,1.44,0.180,0.744,3.73
1,5326.00,2.79,,0.270,,
1,5370.00,2.79,,,,3.73
1,6350.00,2.16,,,,3.87
1,6279.00,2.37,1.59,0.190,0.892,3.89
1,5994.60,2.37,,,0.815,
1,6350.00,2.16,1.26,,0.836,3.87
1,5720.00,1.52,1.24,0.320,,4.17
1,5802.00,1.37,1.18,0.326,0.279,4.23
1,5720.00,1.51,,,,4.17
1,5622.27,1.57,,,0.344,
1,5875.00,1.51,1.06,,0.388,4.11
1,6505.00,1.52,1.33,,0.573,4.20
1,6012.33,1.58,,,0.470,
1,3579.00,0.39,0.38,,-1.640,4.83
1,6003.00,1.52,,,,4.17
1,6003.00,1.78,2.06,0.050,,4.17
1,6003.00,1.48,1.18,0.047,0.412,4.17
1,6430.00,1.41,1.30,,0.488,4.25
1,6369.33,1.38,,,0.452,
1,6430.00,1.41,,,,4.25
1,3420.00,0.29,0.30,-0.002,-1.971,4.97
1,6236.00,1.36,1.21,-0.002,0.401,4.25
1,7511.00,1.70,1.73,,0.919,4.21
1,7454.00,1.65,1.64,-0.018,0.876,4.22
1,7511.00,1.70,,,,4.21
1,7488.25,1.68,,,0.903,
1,6840.00,1.91,,,,4.05
1,6767.70,1.92,,,0.844,
1,6840.00,1.91,1.48,,0.857,4.05
1,,,,,,
1,6670.00,1.91,1.52,0.090,0.813,4.06
1,7500.00,1.83,1.62,-0.120,0.978,4.13
1,8065.00,,,,,
1,7440.77,1.67,1.70,0.454,0.888,4.22
1,5200.00,,0.50,-0.260,,4.50
1,7346.00,1.67,,,,4.14
1,6148.00,1.83,1.31,0.034,,
1,,,,,,
1,6327.00,1.88,,,,3.99
1,,,,,,
1,6151.00,1.83,1.31,,,
1,6327.00,1.93,1.54,0.000,,4.50
1,6198.00,1.92,,,0.689,
1,,,,,,
1,6327.00,1.88,1.25,,0.707,3.99
1,8720.00,1.56,1.76,-0.290,1.104,4.29
1,9032.00,1.62,2.28,,1.195,4.38
1,8980.00,1.60,1.89,-0.020,,4.31
1,8894.75,,,,,
1,8894.80,1.62,,,,4.38
1,,,,,,
1,8161.67,,,,,
1,7598.00,1.64,1.46,-0.405,0.905,4.17
1,8324.00,1.71,,,,4.28
1,8324.00,1.71,2.05,,1.103,4.28
1,5898.00,0.96,1.07,,0.005,4.50
1,5899.00,1.00,0.94,-0.105,0.034,4.42
1,,,,,,
1,5787.00,1.00,,,0.005,
1,5787.00,0.96,,,,4.50
1,,,,,,
1,6403.88,1.51,,,0.540,
1,6415.00,1.52,1.30,0.090,,4.18
1,,,,,,
1,,,,,,
1,6321.17,1.55,1.25,,0.538,4.16
1,6426.00,1.34,1.27,0.138,0.439,4.29
1,6509.00,1.51,1.46,0.186,0.565,4.25
1,6403.90,1.55,,,,4.16
1,6308.00,1.47,1.28,0.040,,
1,,,,,,
1,6518.00,1.61,,,,4.15
1,6518.00,1.61,1.34,,0.625,4.15
1,6304.00,1.70,1.96,0.050,,4.20
1,6306.00,1.47,1.28,0.044,0.489,4.21
1,6465.85,1.60,,,0.608,
1,6306.00,,,,,
1,,,,,,
1,6206.00,1.60,1.20,-0.116,0.535,4.11
1,6447.00,1.53,,,0.563,
1,6317.00,1.61,1.24,-0.010,0.573,4.12
1,,,,,,
1,6317.00,1.61,,,,4.12
2,6272.00,1.53,1.13,-0.270,,4.12
2,6366.00,1.56,,,0.555,
2,6102.00,1.58,1.08,-0.281,0.493,4.07
2,6272.00,1.53,1.13,-0.270,,
2,6266.00,1.65,1.22,-0.160,0.578,4.09
2,6102.00,1.73,1.42,-0.280,,4.07
2,6266.00,1.65,,,,4.09
1,6767.92,1.77,1.45,,0.772,4.10
1,6768.00,1.81,1.76,0.000,,4.50
1,6513.00,,,,,4.14
1,6498.31,1.89,,,0.757,
1,6767.90,1.77,,,,4.10
1,6789.00,1.73,1.53,0.139,0.758,4.15
1,,,,,,
1,,,,,,
1,5754.00,1.67,1.21,0.272,,4.08
1,5438.45,1.44,,,0.213,
1,5754.00,1.67,1.21,0.272,,
1,5703.00,1.39,1.02,0.230,0.265,4.16
1,5703.00,1.39,,,,4.16
1,5754.00,1.46,0.81,0.270,,4.08
1,9435.00,,,,,
1,3675.00,0.23,0.20,,-2.071,5.02
1,10170.00,2.36,2.52,-0.030,1.724,4.09
1,,2.18,1.98,,,
1,9435.00,2.29,,,,4.11
1,9550.00,2.29,2.43,,1.594,4.11
1,,,,,,
3,31000.00,0.18,0.47,,1.431,5.60
3,8868.67,,,,,
3,27500.00,,,,,5.35
3,10697.00,2.58,,-0.093,,4.00
1,6338.00,1.07,1.06,-0.220,,4.40
1,,,,,,
1,6338.00,1.07,1.06,-0.220,,4.40
1,6349.00,1.06,1.08,-0.220,,4.42
1,6118.40,1.57,1.22,0.010,,4.09
1,6128.00,1.08,,-0.208,,4.42
1,6338.00,1.07,1.06,-0.220,,4.40
1,6348.00,1.09,1.15,,,4.42
1,5447.00,1.30,,,0.129,
1,,,,,,
1,6091.00,1.05,1.06,-0.040,,4.42
1,5773.00,1.05,,-0.047,,4.42
1,6091.00,1.05,1.06,-0.040,,4.42
1,5618.00,1.22,0.99,,0.122,4.26
1,6091.00,1.01,1.01,-0.040,,4.42
1,6096.00,1.16,,,,
1,6091.00,1.05,1.06,-0.040,,4.42
1,4770.27,6.06,,0.218,,
1,4829.00,5.86,1.42,0.120,1.215,3.09
1,4755.00,10.29,,-0.074,,2.57
1,,,,,,
1,6175.00,0.97,0.95,-0.420,,4.44
1,5938.00,1.05,,-0.410,,4.43
1,6056.00,1.56,1.13,,0.468,4.11
1,5757.33,1.60,,,0.405,
1,6175.00,0.97,0.95,-0.420,,4.44
1,5999.00,1.51,1.23,0.180,,4.17
1,6175.00,1.01,0.98,-0.420,,4.44
1,6175.00,0.97,0.95,-0.420,,4.44
1,6000.00,1.54,,,,
2,6340.00,1.39,1.03,-0.380,,4.16
2,,,,,,
2,,,,,,
2,6340.00,1.39,1.03,-0.380,,4.16
2,5976.19,1.95,1.10,-0.101,0.641,3.90
2,6340.00,1.39,1.03,-0.380,,4.16
2,6093.00,1.47,,-0.374,,4.17
2,6340.00,1.24,1.07,-0.380,,4.16
2,6340.00,1.39,1.03,-0.380,,4.16
2,5886.75,1.94,,,0.612,
2,6340.00,1.39,1.03,-0.380,,4.16
2,6146.00,1.26,1.17,0.060,,4.30
2,6340.00,1.39,1.03,-0.380,,4.16
2,6340.00,1.39,1.03,-0.380,,4.16
2,6340.00,1.39,1.03,-0.380,,4.16
1,5459.10,0.89,0.97,0.161,,4.52
1,5150.00,0.94,,0.230,,4.48
1,5343.85,0.93,0.92,0.330,-0.201,4.47
1,7067.00,,1.63,-0.020,0.996,4.00
1,7287.54,2.16,1.65,-0.193,1.072,3.99
1,6981.67,2.01,,,0.937,
1,7169.00,1.72,,-0.219,,4.08
1,7392.00,2.16,,,,
1,5975.30,2.23,1.46,0.252,,3.90
1,5828.00,2.30,1.05,,0.740,3.74
2,6226.00,1.30,1.13,0.000,,4.26
2,6117.21,2.22,1.15,0.144,0.792,3.81
2,6065.00,1.01,0.96,-0.280,,4.42
2,6226.00,1.30,1.13,0.000,,4.26
2,5756.00,2.40,,,0.755,
2,6065.00,1.01,0.96,-0.280,,4.42
2,6081.00,1.04,1.04,,,4.42
2,6065.00,1.03,0.98,-0.280,,4.42
2,6065.00,1.01,0.96,-0.280,,4.42
2,5827.00,0.96,,,,4.44
2,6218.00,2.22,,,,
2,5827.00,1.07,,-0.288,,4.42
2,6065.00,1.01,0.96,-0.280,,4.42
2,,,,,,
2,6081.00,1.04,1.04,,,4.42
2,6065.00,1.01,0.96,-0.280,,4.42
2,,,,,,
2,5827.00,0.96,,,,4.44
1,,,0.39,,,
1,,,0.36,,,
1,,,0.39,,,
1,,,0.48,,,
1,,,0.44,,,
1,,,0.43,,,
1,,,0.43,,,
1,,,0.37,,,
1,,,0.43,,,
1,,,0.41,,,
1,,,0.09,,,
1,,,0.02,,,
1,,,0.45,,,
1,,,0.04,,,
1,,,0.53,,,
1,,,0.51,,,
1,,,0.60,,,
1,,,0.49,,,
1,,,0.48,,,
1,,,0.49,,,
1,,,0.49,,,
1,,,0.07,,,
1,,,0.50,,,
1,,,0.62,,,
1,,,0.64,,,
1,,,0.06,,,
1,,,0.76,,,
1,,,0.34,,,
1,,,0.34,,,
1,,,0.34,,,
1,,,0.63,,,
1,,,0.27,,,
1,,,0.37,,,
1,,,0.32,,,
1,,,0.43,,,
1,,,0.37,,,
1,,,0.40,,,
1,,,0.33,,,
1,,,0.41,,,
1,,,0.46,,,
1,,,1.25,,,
1,,,1.14,,,
1,,,0.51,,,
1,,,0.10,,,
1,,,0.11,,,
1,,,0.29,,,
1,,,0.27,,,
1,,,0.35,,,
1,,,0.09,,,
1,,,0.29,,,
1,,,0.29,,,
1,,,0.08,,,
1,,,0.22,,,
1,,,0.08,,,
1,,,1.25,,,
1,,,1.09,,,
1,,,0.19,,,
1,,,0.42,,,
1,,,0.65,,,
1,,,0.47,,,
1,,,0.48,,,
1,,,0.08,,,
1,,,0.15,,,
1,,,0.08,,,
1,,,0.23,,,
1,,,0.08,,,
1,,,0.15,,,
1,,,0.09,,,
1,,,0.10,,,
1,,,0.11,,,
1,,,0.14,,,
1,,,0.07,,,
1,,,0.69,,,
1,,,0.66,,,
1,,,0.70,,,
1,,,0.70,,,
1,,,0.70,,,
1,,,0.70,,,
1,,,0.70,,,
1,,,0.70,,,
1,,,0.21,,,
1,,,0.21,,,
1,,,0.21,,,
1,,,0.69,,,
1,,,0.71,,,
1,,,0.70,,,
1,,,0.32,,,
1,,,0.09,,,
1,,,0.74,,,
1,,,0.74,,,
1,,,0.74,,,
1,,,0.74,,,
1,,,0.74,,,
1,,,0.76,,,
1,,,0.28,,,
1,,,0.30,,,
1,,,0.42,,,
1,,,0.52,,,
1,,,0.37,,,
1,,,0.53,,,
1,,,0.41,,,
1,,,0.36,,,
1,,,0.39,,,
1,,,0.27,,,
1,,,0.26,,,
1,,,0.49,,,
1,,,0.48,,,
1,,,0.25,,,
1,,,0.25,,,
1,,,0.25,,,
1,,,0.79,,,
1,,,0.59,,,
1,,,0.61,,,
1,,,0.73,,,
1,,,0.74,,,
1,,,0.74,,,
1,,,0.75,,,
1,,,0.75,,,
1,,,0.31,,,
1,,,0.34,,,
1,,,0.47,,,
2,,,0.26,,,
2,,,0.36,,,
2,,,0.22,,,
2,,,0.34,,,
1,,,0.69,,,
1,,,0.55,,,
1,,,0.56,,,
1,,,0.69,,,
1,5200.00,,0.74,,,
1,5200.00,,0.79,,,
1,5200.00,,0.80,,,
1,5200.00,,0.83,,,
1,5200.00,,0.78,,,
1,5200.00,,0.78,,,
1,5200.00,,0.81,,,
1,5200.00,,0.76,,,
1,5200.00,,0.78,,,
1,5200.00,,0.83,,,
1,5200.00,,0.78,,,
1,,,0.27,,,
1,,,0.27,,,
1,,,0.27,,,
1,,,0.27,,,
1,,,0.55,,,
1,,,0.55,,,
1,,,0.47,,,
1,,,0.56,,,
1,,,0.47,,,
1,,,0.56,,,
1,,,0.47,,,
1,,,0.47,,,
1,,,0.32,,,
1,,,0.32,,,
1,,,0.07,,,
1,,,0.62,,,
1,,,0.22,,,
1,,,0.14,,,
1,,,0.23,,,
1,,,0.36,,,
1,,,0.36,,,
1,,,0.36,,,
1,,,0.38,,,
1,,,0.80,,,
1,,,0.75,,,
2,,,0.14,,,
2,,,0.14,,,
1,,,0.63,,,
1,,,0.63,,,
1,,,0.63,,,
1,,,0.61,,,
1,,,1.17,,,
1,,,1.17,,,
1,,,0.61,,,
1,,,0.73,,,
1,,,0.73,,,
1,,,0.21,,,
1,,,0.22,,,
1,,,0.29,,,
1,,,0.24,,,
1,,,0.29,,,
1,,,0.57,,,
1,,,0.42,,,
1,,,0.42,,,
1,,,0.42,,,
1,,,0.39,,,
1,,,0.23,,,
1,,,0.37,,,
1,,,0.38,,,
1,,,0.23,,,
1,,,0.72,,,
1,,,0.08,,,
1,,,0.08,,,
1,,,,,,
1,4570.00,,0.58,,,
1,4570.00,,0.68,,,
1,4570.00,,0.57,,,
1,4570.00,,0.68,,,
1,4570.00,,0.58,,,
1,4570.00,,0.58,,,
1,4570.00,,0.74,,,
1,,,0.13,,,
1,,,,,,
1,,,0.48,,,
1,,,0.48,,,
1,,,0.37,,,
1,,,0.37,,,
1,,,0.11,,,
1,,,0.14,,,
1,,,0.14,,,
1,,,0.11,,,
1,,,0.20,,,
1,,,0.20,,,
1,,,0.20,,,
1,,,0.63,,,
1,,,0.63,,,
1,,,0.53,,,
1,,,0.53,,,
1,,,0.18,,,
1,,,0.61,,,
1,,,0.61,,,
1,,,0.63,,,
1,,,0.64,,,
1,,,0.47,,,
1,,,0.47,,,
1,,,0.47,,,
1,,,0.61,,,
1,,,0.61,,,
1,,,0.57,,,
1,,,0.57,,,
1,,,0.17,,,
1,,,0.13,,,
1,,,0.17,,,
2,,,,,,
2,6820.00,1.75,1.82,0.090,,4.34
2,6779.23,1.49,1.45,0.081,0.626,4.25
2,6635.00,1.52,1.31,-0.040,,4.19
2,6918.00,1.91,1.55,0.020,,4.06
2,6635.00,1.52,1.31,-0.040,,4.19
2,6419.00,1.38,,,,4.26
2,6820.00,1.63,1.45,0.090,,4.34
2,6635.00,1.40,1.26,,,4.25
2,6820.00,1.50,,,,
2,6635.00,1.52,1.31,-0.040,,4.19
2,6466.33,1.54,,,0.574,
2,6419.00,1.32,,-0.035,,4.26
2,6823.00,1.37,1.39,0.070,,4.31
2,6779.20,1.49,,,,4.25
2,6419.00,1.38,,,,4.26
2,,1.40,1.50,,,
1,5522.00,1.12,0.96,0.260,,4.32
1,,,,,,
1,5142.00,0.84,,,,4.49
1,5520.00,1.13,0.99,0.270,,4.32
1,5311.00,0.85,0.80,,,4.47
1,5321.00,0.86,0.78,-0.160,,4.46
1,5421.00,0.89,0.89,0.030,,4.49
1,5142.00,0.84,,,,4.49
1,5142.00,1.19,,-0.180,,4.30
1,4975.94,,,,,
1,5321.00,0.86,0.78,-0.160,,4.46
1,,,,,,
1,5321.00,0.86,0.78,-0.160,,4.46
1,,2.55,2.05,,,
1,9071.00,2.49,,,,
1,8848.00,2.68,,,,3.94
1,9071.00,2.70,2.27,,,3.93
1,9107.00,3.03,2.47,0.070,,3.87
1,9107.00,3.03,2.47,0.070,,3.87
1,,,,,,
